	Chromosome	Start	Strand	Gene	Transcript_type
11776	chr3R	12848419	-1	beat-Va	protein_coding
11777	chrX	14848808	-1	CG9522	protein_coding
11778	chr2L	21369706	-1	Gr39b	protein_coding
11781	chr3L	10220164	-1	CG32055	protein_coding
11783	chr3L	15500938	1	CG7272	protein_coding
11785	chr3R	7536390	-1	alpha-Est5	protein_coding
11786	chrX	20882626	-1	I-3	protein_coding
11787	chr2R	22606127	1	RpS16	protein_coding
11788	chr2R	22605745	1	RpS16	protein_coding
11792	chr3L	17344696	-1	brv2	protein_coding
11793	chr3L	16846227	1	CG32161	protein_coding
11794	chr3R	8664325	1	CG8032	protein_coding
11795	chr3R	8664115	1	CG8032	protein_coding
11796	chr2R	25167659	1	CG34038	protein_coding
11799	chr3R	8801564	1	CCT7	protein_coding
11800	chr3L	11691571	1	CG14135	protein_coding
11801	chr3L	11691647	1	CG14135	protein_coding
11802	chr2R	17728963	1	CG4984	protein_coding
11803	chr2R	17726914	1	CG4984	protein_coding
11805	chr3R	12452464	1	CG5509	protein_coding
11806	chr3R	16501050	-1	Decay	protein_coding
11812	chr2L	6632407	-1	Oatp26F	protein_coding
11813	chr2L	10295385	-1	Hand	protein_coding
11814	chr2R	11279683	-1	CG9067	protein_coding
11818	chrX	13830317	-1	jub	protein_coding
11823	chr3R	26633732	1	TwdlH	protein_coding
11824	chr3R	9266904	-1	TrpRS	protein_coding
11826	chr3R	9684264	-1	CG9444	protein_coding
11827	chr3R	9684027	-1	CG9444	protein_coding
11829	chr2L	18006627	1	CG5693	protein_coding
11830	chr2R	7045769	1	Tsp42El	protein_coding
11832	chr2R	17564855	1	CG14480	protein_coding
11833	chr2R	17564340	1	CG14480	protein_coding
11834	chr3R	18023707	1	CG7794	protein_coding
11835	chr2R	20556877	1	lms	protein_coding
11838	chr2L	4687511	1	Elba3	protein_coding
11839	chr3L	19954526	-1	CG42654	protein_coding
11840	chr3L	3512681	-1	ImpE2	protein_coding
11841	chr2R	7655072	1	CG30491	protein_coding
11842	chr2R	7655398	1	CG30491	protein_coding
11843	chr2L	14760767	1	CG4691	protein_coding
11844	chr2R	6610487	1	jing	protein_coding
11845	chr2R	6613768	1	jing	protein_coding
11846	chr2R	6502006	1	jing	protein_coding
11847	chr3R	29063040	1	CG11873	protein_coding
11848	chr3R	29088313	1	CG11873	protein_coding
11849	chr3R	29063828	1	CG11873	protein_coding
11850	chr2L	19700968	-1	scw	protein_coding
11852	chr2R	951252	-1	CG40498	protein_coding
11853	chr2R	927986	-1	CG40498	protein_coding
11854	chr3L	16938952	-1	CG13022	protein_coding
11858	chrX	21349843	-1	peng	protein_coding
11860	chr2R	16240722	-1	krimp	protein_coding
11862	chr2R	23890276	-1	DCP1	protein_coding
11864	chr3R	23752834	-1	RanBP3	protein_coding
11866	chr2R	20513169	-1	CG13426	protein_coding
11868	chr3L	20296971	-1	FRG1	protein_coding
11869	chrX	3793223	1	Crg-1	protein_coding
11871	chr3R	21403735	1	CG7907	protein_coding
11872	chr2L	21163641	1	CG9246	protein_coding
11875	chr2R	18514574	1	CG43066	protein_coding
11877	chrX	15857823	-1	Myb	protein_coding
11879	chr4	314923	1	CG32850	protein_coding
11880	chr2R	19286730	-1	CG10474	protein_coding
11881	chr3R	21782536	-1	tsl	protein_coding
11883	chr2R	11679354	-1	Roc2	protein_coding
11884	chr3R	4419578	-1	CG32944	protein_coding
11885	chr3R	4415473	-1	CG32944	protein_coding
11886	chrX	13159508	-1	Bap60	protein_coding
11888	chr3R	27922356	-1	BCAS2	protein_coding
11889	chr3L	9446864	1	CG3529	protein_coding
11892	chr3L	10225240	-1	scramb1	protein_coding
11893	chr3L	10223260	-1	scramb1	protein_coding
11896	chr2L	2374627	-1	CG3609	protein_coding
11897	chr2L	2374061	-1	CG3609	protein_coding
11898	chr2L	2373737	-1	CG3609	protein_coding
11899	chr3L	3223341	1	eIF1	protein_coding
11900	chr2R	16598748	1	CG5089	protein_coding
11901	chr2R	16294130	-1	CG7747	protein_coding
11903	chr2L	11989882	-1	zuc	protein_coding
11905	chrX	16948471	-1	CG13000	protein_coding
11906	chr2R	15258761	1	ItgaPS4	protein_coding
11907	chr2R	7669029	-1	DCTN4-p62	protein_coding
11908	chr3R	5219528	-1	Prosbeta2R2	protein_coding
11910	chr2R	24069050	1	Gpat4	protein_coding
11911	chr2R	24068757	1	Gpat4	protein_coding
11913	chr3R	18372738	-1	gl	protein_coding
11916	chr3R	12350644	-1	CG10038	protein_coding
11919	chr3R	4243146	-1	CG34305	protein_coding
11920	chr3L	4262705	1	VhaM9.7-a	protein_coding
11921	chrX	19284801	-1	CG8034	protein_coding
11922	chrX	19298162	-1	CG8034	protein_coding
11923	chr2R	22656998	-1	CG43325	protein_coding
11924	chr2R	22657135	-1	CG43325	protein_coding
11925	chr3L	16812040	-1	CG13024	protein_coding
11926	chr3L	16829074	-1	CG13024	protein_coding
11927	chr3R	25760322	-1	LpR1	protein_coding
11928	chr3R	25752995	-1	LpR1	protein_coding
11929	chr3R	25761349	-1	LpR1	protein_coding
11930	chr3R	25763105	-1	LpR1	protein_coding
11931	chrX	18007606	-1	CG12672	protein_coding
11933	chrX	12760617	-1	Paics	protein_coding
11934	chr3L	199762	-1	rno	protein_coding
11937	chr2L	6854142	1	l(2)k09022	protein_coding
11938	chr2L	415067	1	ebi	protein_coding
11940	chr3R	24226934	-1	Spps	protein_coding
11942	chr2R	14845540	-1	NaPi-T	protein_coding
11943	chr2R	14845874	-1	NaPi-T	protein_coding
11944	chr3L	8990228	-1	CG5280	protein_coding
11945	chr2R	18532390	1	Pepck2	protein_coding
11946	chr2R	18527430	1	Pepck2	protein_coding
11950	chr2R	24763094	-1	CG12848	protein_coding
11952	chr2R	16047648	1	CG8405	protein_coding
11953	chr3L	4283478	-1	srw	protein_coding
11955	chr2L	810577	1	Nnf1b	protein_coding
11958	chrX	19547482	-1	CG32532	protein_coding
11961	chr3R	14286903	-1	trx	protein_coding
11963	chr3R	20901956	1	Grik	protein_coding
11965	chr2R	24268559	-1	CG13577	protein_coding
11966	chr2R	24269179	-1	CG13577	protein_coding
11967	chrX	14859251	1	CG46399	protein_coding
11973	chrX	19261240	-1	rictor	protein_coding
11974	chrX	19259843	-1	rictor	protein_coding
11975	chr2L	13835072	-1	mRpS23	protein_coding
11977	chr3L	8648936	-1	Arr2	protein_coding
11978	chrX	8442348	-1	CG12123	protein_coding
11982	chr2L	21484681	1	His3:CG33833	protein_coding
11983	chrX	13191883	-1	CG12723	protein_coding
11987	chr3R	21671750	-1	DNApol-alpha180	protein_coding
11988	chr2R	9087834	1	Dbp45A	protein_coding
11992	chr3R	17611401	-1	Edg91	protein_coding
11993	chr3R	17611511	-1	Edg91	protein_coding
11999	chr2L	21206493	1	clumsy	protein_coding
12003	chr2L	22104401	-1	tplus3b	protein_coding
12004	chr3R	21388880	1	bap	protein_coding
12005	chr3R	28339765	-1	Gfat2	protein_coding
12006	chr2R	10124293	1	gem	protein_coding
12007	chr2R	10125496	1	gem	protein_coding
12008	chr2R	10125912	1	gem	protein_coding
12009	chr2R	10135321	1	gem	protein_coding
12010	chr2R	10835709	-1	CG12344	protein_coding
12011	chr2R	10834236	-1	CG12344	protein_coding
12013	chr3R	15972913	-1	mor	protein_coding
12014	chr2L	4892112	1	CG3036	protein_coding
12015	chr3L	6189745	1	CG7386	protein_coding
12016	chr3R	5358175	-1	Prosbeta7	protein_coding
12017	chr3R	5358364	-1	Prosbeta7	protein_coding
12019	chrX	6528948	1	Spat	protein_coding
12020	chrX	3667621	1	Ilp7	protein_coding
12022	chr2R	22937279	1	CG9849	protein_coding
12023	chr2R	22937776	1	CG9849	protein_coding
12028	chr2L	18676998	-1	Mst36Fa	protein_coding
12030	chr2R	23203973	-1	side-V	protein_coding
12033	chr2L	3159950	1	gkt	protein_coding
12035	chr2L	16607370	1	CG4631	protein_coding
12036	chr2R	22818582	1	CG30271	protein_coding
12037	chr2R	22818804	1	CG30271	protein_coding
12038	chr2R	22816474	1	CG30271	protein_coding
12039	chr2R	22817452	1	CG30271	protein_coding
12040	chr3L	1639711	1	Bgb	protein_coding
12041	chr2R	11125647	-1	Cyp12d1-d	protein_coding
12042	chr3R	10696647	1	CG14683	protein_coding
12045	chrX	494900	1	CG17778	protein_coding
12046	chrX	494614	1	CG17778	protein_coding
12048	chr3L	19586253	1	CG9330	protein_coding
12049	chr3R	17415739	1	CG5866	protein_coding
12052	chr3L	12853646	1	Ent3	protein_coding
12055	chr3R	18665361	1	CG31231	protein_coding
12057	chrX	11887162	-1	CG10353	protein_coding
12058	chrX	11885283	-1	CG10353	protein_coding
12059	chr3R	16651157	-1	CG14906	protein_coding
12062	chr3R	24524794	1	CG13618	protein_coding
12063	chr2L	1494070	1	CG33128	protein_coding
12065	chr3L	18684061	-1	Chmp1	protein_coding
12068	chrX	9283117	-1	c11.1	protein_coding
12069	chr2L	8962533	1	CG32985	protein_coding
12072	chrY	137486	-1	kl-5	protein_coding
12077	chr3L	11061571	1	Blos2	protein_coding
12078	chr2R	7813078	1	puml	protein_coding
12079	chr2R	7812504	1	puml	protein_coding
12080	chr2R	7812702	1	puml	protein_coding
12081	chr2L	18092256	-1	CG15153	protein_coding
12082	chr3L	20259986	1	rdgC	protein_coding
12083	chr3L	20248628	1	rdgC	protein_coding
12084	chr3L	20248080	1	rdgC	protein_coding
12086	chr3L	8721126	-1	CG32022	protein_coding
12087	chr3L	8721272	-1	CG32022	protein_coding
12088	chr3L	14619830	1	shd	protein_coding
12089	chr3L	14614458	1	shd	protein_coding
12092	chr2L	2223200	1	papi	protein_coding
12093	chr2L	2222657	1	papi	protein_coding
12094	chr2L	2220748	1	papi	protein_coding
12095	chr2L	2222089	1	papi	protein_coding
12096	chr3L	16364899	1	Cpr72Eb	protein_coding
12097	chrX	12742444	-1	Smr	protein_coding
12098	chrX	12742618	-1	Smr	protein_coding
12099	chrX	12742070	-1	Smr	protein_coding
12100	chr3R	13661311	1	B52	protein_coding
12101	chr3R	13661588	1	B52	protein_coding
12104	chr3R	24485428	1	nAChRalpha2	protein_coding
12105	chr3R	26037038	1	E(spl)m7-HLH	protein_coding
12106	chr3L	11103030	-1	Elo68alpha	protein_coding
12107	chr2L	3173972	1	CG15404	protein_coding
12108	chr3R	27700110	-1	ALiX	protein_coding
12109	chrX	16637414	-1	Rok	protein_coding
12110	chrX	16635667	-1	Rok	protein_coding
12114	chr3R	6291737	1	Osi13	protein_coding
12115	chr2L	21314360	1	CG46314	protein_coding
12117	chr2L	13967018	-1	NimB2	protein_coding
12118	chr3L	11027579	1	CG32081	protein_coding
12119	chr3R	22726414	-1	CG4813	protein_coding
12120	chr2R	19292529	1	Tab2	protein_coding
12121	chr2R	19298243	1	Tab2	protein_coding
12122	chr3L	20719200	-1	cmpy	protein_coding
12125	chrX	14317150	-1	betaNACtes6	protein_coding
12126	chr3R	10144184	-1	TAF1B	protein_coding
12127	chr2R	13220251	-1	CG4646	protein_coding
12130	chr3R	31810186	-1	Rift	protein_coding
12132	chr3L	8405277	-1	CG33057	protein_coding
12133	chr2R	23858921	-1	bgcn	protein_coding
12135	chr3L	21832253	-1	CG7148	protein_coding
12137	chr3L	12271345	-1	Pbgs	protein_coding
12138	chr2L	11842226	-1	CG44008	protein_coding
12139	chr2L	11842445	-1	CG44008	protein_coding
12140	chr2R	25251927	1	CG30428	protein_coding
12141	chr2R	25253314	1	CG30428	protein_coding
12142	chr3L	4227302	-1	CG46460	protein_coding
12145	chrX	10952486	-1	Rab9Fb	protein_coding
12146	chr3R	29024971	1	CG14518	protein_coding
12147	chr2R	8737370	1	CG42615	protein_coding
12150	chr3R	8857661	-1	pyd	protein_coding
12151	chr3R	8867435	-1	pyd	protein_coding
12152	chr3R	8846289	-1	pyd	protein_coding
12153	chr3R	8931896	-1	pyd	protein_coding
12154	chr3R	8863533	-1	pyd	protein_coding
12155	chr3R	8864348	-1	pyd	protein_coding
12159	chr2R	20533359	1	CG30154	protein_coding
12160	chr3R	30889062	-1	Sap-r	protein_coding
12161	chr3R	30888826	-1	Sap-r	protein_coding
12162	chr2R	2967344	-1	Scp1	protein_coding
12163	chr2R	2968052	-1	Scp1	protein_coding
12164	chr3L	843926	1	cep290	protein_coding
12165	chr3L	844268	1	cep290	protein_coding
12169	chrX	756186	1	CG5254	protein_coding
12170	chrX	750347	1	CG5254	protein_coding
12171	chr3L	10661475	1	CG8003	protein_coding
12172	chr2L	21091227	1	CG14397	protein_coding
12174	chrX	14184561	1	CG32603	protein_coding
12176	chr3R	26725216	-1	CG6420	protein_coding
12177	chr2R	22894435	1	CG3700	protein_coding
12179	chr2R	11405597	1	Smyd4-3	protein_coding
12180	chr3R	29725027	1	CG18731	protein_coding
12181	chr3R	4775605	1	atms	protein_coding
12182	chr3R	4750035	1	atms	protein_coding
12187	chrX	13669699	1	CG15760	protein_coding
12188	chr2R	8091696	1	sand	protein_coding
12189	chr3L	6488681	1	CG8270	protein_coding
12191	chrX	14923493	-1	CG9503	protein_coding
12193	chr2R	7786010	1	CanB2	protein_coding
12195	chr2R	15942864	1	Cyp4aa1	protein_coding
12197	chr3L	17382728	-1	CG13728	protein_coding
12198	chr3R	9412548	1	alpha-Man-IIa	protein_coding
12200	chr3R	11220064	-1	CG6689	protein_coding
12201	chr3R	25270209	1	CG11889	protein_coding
12202	chr3L	1855309	-1	CNMa	protein_coding
12203	chr3L	1855591	-1	CNMa	protein_coding
12204	chr3R	20789986	1	Syp	protein_coding
12205	chr3R	20756729	1	Syp	protein_coding
12206	chr3R	20782983	1	Syp	protein_coding
12207	chr3R	20778895	1	Syp	protein_coding
12208	chr3R	20779781	1	Syp	protein_coding
12209	chr3R	24828409	-1	RabX4	protein_coding
12211	chr2L	18153123	1	CG17681	protein_coding
12213	chrX	10627737	1	X11Lbeta	protein_coding
12214	chrX	10630174	1	X11Lbeta	protein_coding
12215	chrX	10629317	1	X11Lbeta	protein_coding
12216	chr3L	13089969	-1	CG11251	protein_coding
12217	chr2R	11204629	1	shn	protein_coding
12218	chr2R	11198276	1	shn	protein_coding
12219	chr2R	11159086	1	shn	protein_coding
12220	chr2R	11173803	1	shn	protein_coding
12221	chr2R	11183224	1	shn	protein_coding
12223	chr2R	23820354	1	GlyT	protein_coding
12224	chr2L	21344607	1	Tsp39D	protein_coding
12228	chr2L	9431405	1	scat	protein_coding
12231	chr3R	26461527	1	CG5455	protein_coding
12232	chr3R	26465540	1	CG5455	protein_coding
12235	chr3L	18745856	1	MED11	protein_coding
12237	chr2R	16289320	1	JhI-26	protein_coding
12239	chr3L	7439405	-1	sphinx1	protein_coding
12240	chr3R	27075870	1	CG14257	protein_coding
12242	chr3R	19153686	-1	CG5835	protein_coding
12243	chr2L	10888927	-1	CG14071	protein_coding
12244	chr3L	16279271	-1	CG13050	protein_coding
12245	chrX	13554265	-1	CG11816	protein_coding
12246	chrX	13555800	-1	CG11816	protein_coding
12247	chr2R	24870108	1	Atf-2	protein_coding
12249	chr2R	7445792	-1	CG30503	protein_coding
12250	chr2R	7444627	-1	CG30503	protein_coding
12252	chr3R	23528984	-1	CG10175	protein_coding
12253	chr3R	23530986	-1	CG10175	protein_coding
12254	chr3R	23527405	-1	CG10175	protein_coding
12255	chr2R	20996220	1	CG10543	protein_coding
12256	chr2R	20996641	1	CG10543	protein_coding
12257	chr2R	21000475	1	CG10543	protein_coding
12258	chr3R	29664779	1	ppk21	protein_coding
12259	chr2L	21489830	1	His3:CG33836	protein_coding
12261	chr2R	4516458	-1	RpL38	protein_coding
12262	chrX	9236585	-1	Ir8a	protein_coding
12263	chr3R	12364680	-1	Tim17a1	protein_coding
12267	chr2L	8009477	-1	CG12560	protein_coding
12268	chr3L	11683980	1	Sugb	protein_coding
12269	chr3R	22080382	1	CG13408	protein_coding
12270	chr2R	17599253	-1	CG43920	protein_coding
12272	chrX	14832647	1	CG14411	protein_coding
12279	chr3L	3337103	1	kst	protein_coding
12280	chr3L	3336860	1	kst	protein_coding
12281	chr3L	3350108	1	kst	protein_coding
12282	chr2R	13835096	-1	CG6337	protein_coding
12285	chr2L	9253118	-1	borr	protein_coding
12287	chr3R	22365983	-1	CG5382	protein_coding
12288	chr2L	9097563	1	CG31609	protein_coding
12290	chrX	4643987	-1	CG3081	protein_coding
12291	chrX	4641162	-1	CG3081	protein_coding
12292	chr3R	19625477	-1	CG6231	protein_coding
12293	chr3R	19624640	-1	CG6231	protein_coding
12294	chr3R	19627758	-1	CG6231	protein_coding
12295	chr3R	19623476	-1	CG6231	protein_coding
12296	chr3R	19632718	-1	CG6231	protein_coding
12297	chr3R	19621141	-1	CG6231	protein_coding
12299	chr3L	17729378	-1	CG6052	protein_coding
12301	chr3R	30990006	-1	CG31008	protein_coding
12303	chr2L	21419943	-1	His4:CG33909	protein_coding
12304	chr3L	19086426	-1	Mkp3	protein_coding
12305	chr3L	19072396	-1	Mkp3	protein_coding
12307	chr3L	3902638	-1	Ubi-p63E	protein_coding
12308	chr3L	3902050	-1	Ubi-p63E	protein_coding
12309	chr3L	3903184	-1	Ubi-p63E	protein_coding
12310	chr3L	3902920	-1	Ubi-p63E	protein_coding
12311	chrX	11611927	1	CG1703	protein_coding
12312	chrX	11612016	1	CG1703	protein_coding
12314	chr2R	12612740	1	CG45086	protein_coding
12316	chr3L	9543999	-1	Ir67a	protein_coding
12317	chr2L	811584	1	Dbp21E2	protein_coding
12318	chr3R	4387742	1	tub	protein_coding
12319	chr3R	29194993	-1	jus	protein_coding
12320	chr3R	29194994	-1	jus	protein_coding
12321	chrX	6050828	1	CG5921	protein_coding
12322	chr3L	20106094	1	CG14185	protein_coding
12325	chr3L	4555236	-1	CG33777	protein_coding
12326	chrX	12909622	-1	Brms1	protein_coding
12327	chr3L	12902737	-1	CG12520	protein_coding
12328	chr2R	20636392	1	CG13436	protein_coding
12329	chrX	11572707	1	Reepl1	protein_coding
12332	chr2L	18617256	1	MESR3	protein_coding
12336	chrX	19611526	1	Shawn	protein_coding
12337	chrX	19613722	1	Shawn	protein_coding
12338	chr3L	1842084	-1	Cpr62Bc	protein_coding
12339	chr3R	6341968	1	CG17917	protein_coding
12341	chr3R	12369268	-1	GstD1	protein_coding
12343	chr2R	7566809	1	Vps13	protein_coding
12345	chr3L	18641391	1	MYPT-75D	protein_coding
12346	chr3L	18625959	1	MYPT-75D	protein_coding
12350	chr3R	5959555	-1	side-III	protein_coding
12352	chrX	1030556	-1	Cdc45	protein_coding
12354	chrX	19697091	1	Cdc42	protein_coding
12355	chr4	129452	-1	Ank	protein_coding
12356	chr4	129754	-1	Ank	protein_coding
12357	chr4	129849	-1	Ank	protein_coding
12358	chr2R	14371186	1	Obp50b	protein_coding
12360	chrX	10657680	1	CG2111	protein_coding
12363	chr3L	9719328	1	CG14174	protein_coding
12364	chr3L	21533713	-1	Mkrn1	protein_coding
12365	chr2R	13972834	-1	CG18568	protein_coding
12367	chr2L	13833105	-1	DNApol-gamma35	protein_coding
12368	chr2R	14881372	-1	Cyp6a9	protein_coding
12369	chrX	8720277	-1	l(1)G0020	protein_coding
12370	chr3R	20557667	-1	DPCoAC	protein_coding
12371	chr3R	20554409	-1	DPCoAC	protein_coding
12372	chr3R	20557654	-1	DPCoAC	protein_coding
12373	chr3R	16146855	-1	CG5903	protein_coding
12374	chr3R	16146742	-1	CG5903	protein_coding
12376	chr2R	17154697	1	CG17290	protein_coding
12377	chr2R	17154589	1	CG17290	protein_coding
12378	chr2L	9084107	1	Toll-4	protein_coding
12380	chr2L	624617	1	lectin-21Ca	protein_coding
12384	chr2R	20539316	-1	CG13427	protein_coding
12387	chrX	6192483	-1	Ca-alpha1T	protein_coding
12390	chrX	16332048	-1	CG9921	protein_coding
12391	chrX	16333600	-1	CG9921	protein_coding
12392	chr3R	10056083	-1	Npc2d	protein_coding
12394	chr2L	9337806	1	Eaat1	protein_coding
12395	chr2L	9333567	1	Eaat1	protein_coding
12397	chr2L	3472735	1	Pgant4	protein_coding
12398	chr2L	3472603	1	Pgant4	protein_coding
12399	chr3L	9641013	1	CG18180	protein_coding
12404	chrX	17425999	1	CG5613	protein_coding
12405	chrX	17423591	1	CG5613	protein_coding
12407	chr3L	19951135	-1	CG32219	protein_coding
12408	chr3L	13390006	-1	Poc1	protein_coding
12415	chr2R	13769915	1	Cpr50Ca	protein_coding
12419	chr3L	3515751	1	Eip63E	protein_coding
12420	chr3L	3545318	1	Eip63E	protein_coding
12421	chr3L	3543580	1	Eip63E	protein_coding
12422	chr3L	3545793	1	Eip63E	protein_coding
12424	chr2R	24174877	1	Nop60B	protein_coding
12426	chrX	11053516	-1	CG1552	protein_coding
12427	chrX	11053556	-1	CG1552	protein_coding
12429	chr3R	13676549	1	Lkb1	protein_coding
12430	chr3R	13676689	1	Lkb1	protein_coding
12431	chr3R	15137004	-1	CG6912	protein_coding
12432	chr3R	20328465	1	Sirt2	protein_coding
12433	chr2L	7412417	1	chm	protein_coding
12434	chrmitochondrion_genome	4736	1	mt:CoIII	protein_coding
12435	chr3L	22699433	1	CG45116	protein_coding
12437	chr3L	1777439	1	mRpL46	protein_coding
12439	chr2L	20835840	-1	Oseg5	protein_coding
12440	chrX	11806353	-1	Hsc70-3	protein_coding
12441	chrX	11805121	-1	Hsc70-3	protein_coding
12442	chrX	11807117	-1	Hsc70-3	protein_coding
12443	chrX	11805364	-1	Hsc70-3	protein_coding
12444	chr3L	16588475	1	l(3)73Ah	protein_coding
12445	chr3L	16588557	1	l(3)73Ah	protein_coding
12446	chr2L	3699092	-1	CG10031	protein_coding
12447	chrX	11137118	-1	Klp10A	protein_coding
12448	chrX	11137030	-1	Klp10A	protein_coding
12449	chrX	11136423	-1	Klp10A	protein_coding
12450	chrX	11136778	-1	Klp10A	protein_coding
12451	chr2L	9528515	1	CG31883	protein_coding
12453	chr2L	3696658	-1	IM33	protein_coding
12454	chr3L	332309	-1	mthl9	protein_coding
12456	chr2L	13106807	1	Ttc30	protein_coding
12457	chr2L	13106871	1	Ttc30	protein_coding
12458	chr3L	6233381	-1	BG642312	protein_coding
12459	chr2L	10314792	1	CG4972	protein_coding
12460	chrX	14905549	-1	CG9512	protein_coding
12462	chr2R	14675062	-1	CG30479	protein_coding
12463	chr2R	14678136	-1	CG30479	protein_coding
12464	chr3R	7810014	-1	CG2993	protein_coding
12466	chr3R	24050782	-1	Atg6	protein_coding
12467	chr3R	22023074	-1	Mitofilin	protein_coding
12468	chr3R	22023335	-1	Mitofilin	protein_coding
12473	chr3R	16502770	1	CG42342	protein_coding
12476	chr2L	9427870	1	CG42847	protein_coding
12477	chrX	14169592	1	CG12480	protein_coding
12478	chr2L	18995934	-1	CG10650	protein_coding
12479	chr3R	25473058	-1	Fur1	protein_coding
12480	chr2R	22643917	-1	Ugt317A1	protein_coding
12481	chr2L	4149279	1	CG2955	protein_coding
12483	chr3R	25811096	1	CG5024	protein_coding
12487	chr3R	9563673	-1	CG9393	protein_coding
12488	chr3R	17762481	-1	TyrR	protein_coding
12489	chr3R	17758978	-1	TyrR	protein_coding
12490	chr3R	17763188	-1	TyrR	protein_coding
12491	chr3L	11051371	-1	CG43693	protein_coding
12492	chr3L	11050440	-1	CG43693	protein_coding
12493	chr3L	11046640	-1	CG43693	protein_coding
12494	chr3L	11048951	-1	CG43693	protein_coding
12495	chr3L	11039920	-1	CG43693	protein_coding
12496	chr3R	27274794	1	CG5938	protein_coding
12497	chr3R	27275315	1	CG5938	protein_coding
12501	chr2R	23080561	1	Gr59a	protein_coding
12502	chr3R	10761772	1	Cap-H2	protein_coding
12503	chr3R	10761310	1	Cap-H2	protein_coding
12509	chr3L	16412722	1	TMS1	protein_coding
12510	chr3R	24376865	1	CG33342	protein_coding
12513	chr2L	20061497	1	lok	protein_coding
12514	chr2L	20061422	1	lok	protein_coding
12515	chr2L	2665062	1	Trf4	protein_coding
12516	chr3L	17646737	-1	CG43085	protein_coding
12517	chr3L	17646469	-1	CG43085	protein_coding
12520	chr3R	7067136	-1	CG1105	protein_coding
12521	chrX	7999175	1	Tbh	protein_coding
12522	chrX	7995697	1	Tbh	protein_coding
12523	chr3R	11877235	1	sad	protein_coding
12524	chr2R	19137169	-1	CG15118	protein_coding
12525	chr2R	19136863	-1	CG15118	protein_coding
12528	chr3L	267764	1	miple1	protein_coding
12529	chr3L	267299	1	miple1	protein_coding
12530	chr2L	12921091	1	ACXA	protein_coding
12531	chrX	10086527	1	RhoU	protein_coding
12533	chr3R	22120061	1	CG42390	protein_coding
12534	chr2R	16947554	-1	CG34190	protein_coding
12535	chr3R	9997163	1	Spn85F	protein_coding
12539	chr3R	25609127	-1	ymp	protein_coding
12540	chrX	10474716	1	CG2889	protein_coding
12541	chrX	10473938	1	CG2889	protein_coding
12543	chr3L	21213762	1	CG10508	protein_coding
12544	chr3L	21210215	1	CG10508	protein_coding
12545	chr2L	2885214	-1	NTPase	protein_coding
12546	chr2L	2885850	-1	NTPase	protein_coding
12547	chr2L	2883126	-1	NTPase	protein_coding
12548	chr2L	3369234	-1	GramD1B	protein_coding
12549	chr2L	3373372	-1	GramD1B	protein_coding
12550	chr2L	3371362	-1	GramD1B	protein_coding
12551	chr2L	3365219	-1	GramD1B	protein_coding
12552	chr3L	17645036	-1	Pep	protein_coding
12554	chrX	9608841	-1	LysRS	protein_coding
12555	chrX	9608884	-1	LysRS	protein_coding
12561	chrX	17245001	-1	CG8915	protein_coding
12564	chr3L	7086608	-1	Cpr65Ea	protein_coding
12565	chr2L	21148417	-1	del	protein_coding
12566	chr2L	21148546	-1	del	protein_coding
12567	chr3L	18461024	-1	CG32196	protein_coding
12568	chr3L	1423471	-1	CG9173	protein_coding
12569	chr3L	16232038	-1	PDCD-5	protein_coding
12573	chr3L	11150785	-1	CG6216	protein_coding
12574	chr3R	4394259	-1	CG34112	protein_coding
12578	chr2R	10838727	-1	LTV1	protein_coding
12579	chr2R	9863766	1	CG30010	protein_coding
12580	chr2R	9863564	1	CG30010	protein_coding
12585	chr2L	6964421	1	Coprox	protein_coding
12586	chrY	3253357	-1	CG46192	protein_coding
12587	chr2R	24945665	1	CG3770	protein_coding
12588	chr2R	24945139	1	CG3770	protein_coding
12589	chr2L	7738809	-1	CG31904	protein_coding
12591	chr3R	20307537	-1	CG4362	protein_coding
12593	chr3R	21887355	-1	dnd	protein_coding
12594	chrX	9162090	-1	Zpr1	protein_coding
12595	chr2R	8451904	-1	Mal-A1	protein_coding
12596	chr3R	20031309	-1	trem	protein_coding
12597	chr2L	7443565	1	CG5973	protein_coding
12598	chr2L	7440794	1	CG5973	protein_coding
12599	chr2L	7437492	1	CG5973	protein_coding
12600	chr3R	29122879	-1	yem	protein_coding
12602	chr2R	5782858	-1	ZnT41F	protein_coding
12603	chr2R	5782855	-1	ZnT41F	protein_coding
12604	chrX	15379064	-1	acj6	protein_coding
12606	chr2R	14302353	-1	tej	protein_coding
12607	chr2R	13521769	1	CG13331	protein_coding
12608	chr2L	21218544	-1	CG8679	protein_coding
12609	chr3L	14537651	1	Mpcp2	protein_coding
12610	chr3L	14537726	1	Mpcp2	protein_coding
12612	chr3R	25895822	1	CG5948	protein_coding
12613	chr2R	18446548	1	CG30120	protein_coding
12614	chr3L	11096245	-1	Iyd	protein_coding
12615	chr3L	11094461	-1	Iyd	protein_coding
12616	chr3L	11795614	1	Klp68D	protein_coding
12617	chr2R	20975488	1	CG34115	protein_coding
12618	chrX	11144120	1	CG15201	protein_coding
12620	chr2R	19444179	1	Arl6	protein_coding
12621	chr3R	5362066	-1	Cerk	protein_coding
12622	chr3R	5368306	-1	Cerk	protein_coding
12623	chr3R	29748869	-1	ATPsyngamma	protein_coding
12624	chr3R	29749163	-1	ATPsyngamma	protein_coding
12625	chr2L	10730255	1	CG17118	protein_coding
