	Chromosome	Start	Strand	Gene	Transcript_type
135211	chr4	102828064	-1	UBE2D3	protein_coding
135229	chr11	77034398	1	B3GNT6	protein_coding
135238	chr11	77066971	1	CAPN5	protein_coding
135239	chr11	77066977	1	CAPN5	protein_coding
135240	chr11	77066993	1	CAPN5	protein_coding
135242	chr11	77112598	1	CAPN5	protein_coding
135253	chr8	141001233	-1	PTK2	protein_coding
135254	chr8	141001282	-1	PTK2	protein_coding
135255	chr8	141001313	-1	PTK2	protein_coding
135256	chr8	140890768	-1	PTK2	protein_coding
135257	chr8	140764523	-1	PTK2	protein_coding
135258	chr8	140921219	-1	PTK2	protein_coding
135259	chr8	141001196	-1	PTK2	protein_coding
135260	chr8	140670264	-1	PTK2	protein_coding
135261	chr8	140800546	-1	PTK2	protein_coding
135262	chr8	141001158	-1	PTK2	protein_coding
135264	chr8	140954835	-1	PTK2	protein_coding
135266	chr8	140718734	-1	PTK2	protein_coding
135267	chr8	140800543	-1	PTK2	protein_coding
135268	chr8	140663084	-1	PTK2	protein_coding
135269	chr8	140663088	-1	PTK2	protein_coding
135274	chr8	140721788	-1	PTK2	protein_coding
135275	chr8	140718355	-1	PTK2	protein_coding
135277	chr8	140718048	-1	PTK2	protein_coding
135282	chr8	140764413	-1	PTK2	protein_coding
135284	chr8	140764421	-1	PTK2	protein_coding
135292	chr8	141001260	-1	PTK2	protein_coding
135295	chr8	141001164	-1	PTK2	protein_coding
135296	chr8	140934560	-1	PTK2	protein_coding
135297	chr8	141001284	-1	PTK2	protein_coding
135298	chr8	141000937	-1	PTK2	protein_coding
135299	chr8	140984039	-1	PTK2	protein_coding
135300	chr8	140983994	-1	PTK2	protein_coding
135301	chr8	141002110	-1	PTK2	protein_coding
135302	chr8	141001285	-1	PTK2	protein_coding
135303	chr8	140934590	-1	PTK2	protein_coding
135305	chr8	141001266	-1	PTK2	protein_coding
135306	chr8	141001177	-1	PTK2	protein_coding
135309	chr9	111330224	-1	OR2K2	protein_coding
135310	chr9	111328520	-1	OR2K2	protein_coding
135311	chr9	25678444	-1	TUSC1	protein_coding
135316	chr9	41189317	-1	ZNG1F	protein_coding
135317	chr9	41189310	-1	ZNG1F	protein_coding
135332	chr9	41189364	-1	ZNG1F	protein_coding
135333	chr9	41189436	-1	ZNG1F	protein_coding
135338	chr10	820847	-1	LARP4B	protein_coding
135339	chr10	864264	-1	LARP4B	protein_coding
135340	chr10	931705	-1	LARP4B	protein_coding
135342	chr10	873205	-1	LARP4B	protein_coding
135345	chr10	825843	-1	LARP4B	protein_coding
135346	chr10	825244	-1	LARP4B	protein_coding
135348	chr10	817846	-1	LARP4B	protein_coding
135351	chr10	931624	-1	LARP4B	protein_coding
135353	chr10	903515	-1	LARP4B	protein_coding
135358	chr17	2401060	-1	MNT	protein_coding
135363	chr17	2401104	-1	MNT	protein_coding
135367	chr12	71663848	-1	ZFC3H1	protein_coding
135376	chr12	71663824	-1	ZFC3H1	protein_coding
135377	chr12	71663858	-1	ZFC3H1	protein_coding
135383	chr17	2511888	-1	METTL16	protein_coding
135388	chr17	2511889	-1	METTL16	protein_coding
135391	chr5	75611182	1	ANKDD1B	protein_coding
135392	chr5	75611202	1	ANKDD1B	protein_coding
135393	chr5	75611453	1	ANKDD1B	protein_coding
135394	chr5	75611476	1	ANKDD1B	protein_coding
135397	chr5	75611766	1	ANKDD1B	protein_coding
135403	chr5	75653161	1	ANKDD1B	protein_coding
135409	chr3	39052016	1	WDR48	protein_coding
135412	chr3	39052301	1	WDR48	protein_coding
135417	chr6	46015607	-1	CLIC5	protein_coding
135421	chr6	46015611	-1	CLIC5	protein_coding
135422	chr6	46015860	-1	CLIC5	protein_coding
135423	chr6	46080348	-1	CLIC5	protein_coding
135427	chr6	46015828	-1	CLIC5	protein_coding
135428	chr6	46015710	-1	CLIC5	protein_coding
135432	chr5	13944688	-1	DNAH5	protein_coding
135433	chr5	14011818	-1	DNAH5	protein_coding
135454	chr10	113679162	1	CASP7	protein_coding
135455	chr10	113679183	1	CASP7	protein_coding
135456	chr10	113679204	1	CASP7	protein_coding
135457	chr10	113679669	1	CASP7	protein_coding
135458	chr10	113679912	1	CASP7	protein_coding
135459	chr10	113679940	1	CASP7	protein_coding
135460	chr10	113691972	1	CASP7	protein_coding
135461	chr10	113709261	1	CASP7	protein_coding
135462	chr10	113709345	1	CASP7	protein_coding
135466	chr19	36214602	1	ZNF146	protein_coding
135469	chr19	36215106	1	ZNF146	protein_coding
135476	chr17	2593210	1	PAFAH1B1	protein_coding
135478	chr17	2593654	1	PAFAH1B1	protein_coding
135481	chr17	2593947	1	PAFAH1B1	protein_coding
135482	chr17	2593950	1	PAFAH1B1	protein_coding
135485	chr17	2593953	1	PAFAH1B1	protein_coding
135487	chr17	2593957	1	PAFAH1B1	protein_coding
135491	chr17	2594171	1	PAFAH1B1	protein_coding
135492	chr17	2594327	1	PAFAH1B1	protein_coding
135494	chr17	2636584	1	PAFAH1B1	protein_coding
135498	chr17	2670268	1	PAFAH1B1	protein_coding
135505	chr19	46717082	-1	PRKD2	protein_coding
135507	chr19	46717114	-1	PRKD2	protein_coding
135508	chr19	46717127	-1	PRKD2	protein_coding
135510	chr19	46714324	-1	PRKD2	protein_coding
135513	chr19	46717115	-1	PRKD2	protein_coding
135516	chr19	46714023	-1	PRKD2	protein_coding
135518	chr19	46714599	-1	PRKD2	protein_coding
135520	chr19	46717112	-1	PRKD2	protein_coding
135523	chr12	96907257	1	NEDD1	protein_coding
135524	chr12	96907224	1	NEDD1	protein_coding
135525	chr12	96907230	1	NEDD1	protein_coding
135526	chr12	96907233	1	NEDD1	protein_coding
135529	chr12	96907238	1	NEDD1	protein_coding
135531	chr12	96907466	1	NEDD1	protein_coding
135532	chr12	96912576	1	NEDD1	protein_coding
135533	chr15	52569030	-1	ARPP19	protein_coding
135534	chr15	52569239	-1	ARPP19	protein_coding
135535	chr15	52568832	-1	ARPP19	protein_coding
135536	chr15	52557744	-1	ARPP19	protein_coding
135537	chr15	52569209	-1	ARPP19	protein_coding
135538	chr15	52569167	-1	ARPP19	protein_coding
135539	chr15	52569154	-1	ARPP19	protein_coding
135540	chr15	52569015	-1	ARPP19	protein_coding
135541	chr15	52569883	-1	ARPP19	protein_coding
135546	chr3	46574534	1	TDGF1	protein_coding
135549	chr3	46577788	1	TDGF1	protein_coding
135553	chr16	57668306	1	ADGRG3	protein_coding
135554	chr16	57668308	1	ADGRG3	protein_coding
135561	chr11	77102840	1	OMP	protein_coding
135562	chr3	46693679	-1	ALS2CL	protein_coding
135565	chr3	46693653	-1	ALS2CL	protein_coding
135573	chr11	74170792	-1	C2CD3	protein_coding
135574	chr11	74171002	-1	C2CD3	protein_coding
135581	chr11	74171019	-1	C2CD3	protein_coding
135591	chr11	74171000	-1	C2CD3	protein_coding
135596	chr11	74171210	-1	C2CD3	protein_coding
135600	chr6	3063862	1	RIPK1	protein_coding
135608	chr6	3068494	1	RIPK1	protein_coding
135620	chr6	13615335	1	NOL7	protein_coding
135621	chr6	13615547	1	NOL7	protein_coding
135628	chr10	113854082	-1	DCLRE1A	protein_coding
135629	chr10	113854383	-1	DCLRE1A	protein_coding
135636	chr15	101277450	-1	SELENOS	protein_coding
135637	chr15	101277314	-1	SELENOS	protein_coding
135639	chr15	101277485	-1	SELENOS	protein_coding
135640	chr15	101277287	-1	SELENOS	protein_coding
135644	chr16	57694793	1	DRC7	protein_coding
135645	chr16	57694801	1	DRC7	protein_coding
135646	chr16	57694806	1	DRC7	protein_coding
135647	chr16	57694811	1	DRC7	protein_coding
135649	chr16	57694836	1	DRC7	protein_coding
135650	chr16	57704907	1	DRC7	protein_coding
135651	chr16	57721692	1	DRC7	protein_coding
135653	chr6	13711835	-1	RANBP9	protein_coding
135655	chr5	60945070	-1	ERCC8	protein_coding
135656	chr5	60945073	-1	ERCC8	protein_coding
135663	chr5	60945008	-1	ERCC8	protein_coding
135664	chr5	60945064	-1	ERCC8	protein_coding
135673	chr5	60945051	-1	ERCC8	protein_coding
135679	chr2	48529546	1	STON1	protein_coding
135680	chr2	48530154	1	STON1	protein_coding
135681	chr2	48530186	1	STON1	protein_coding
135684	chr10	113751262	1	PLEKHS1	protein_coding
135685	chr10	113751310	1	PLEKHS1	protein_coding
135686	chr10	113751636	1	PLEKHS1	protein_coding
135687	chr10	113751682	1	PLEKHS1	protein_coding
135688	chr10	113764819	1	PLEKHS1	protein_coding
135690	chr10	113774916	1	PLEKHS1	protein_coding
135694	chr6	157700387	1	SNX9	protein_coding
135695	chr6	157716046	1	SNX9	protein_coding
135696	chr6	157823161	1	SNX9	protein_coding
135698	chr6	157823221	1	SNX9	protein_coding
135701	chr6	157823222	1	SNX9	protein_coding
135703	chr6	157823244	1	SNX9	protein_coding
135705	chr6	157823246	1	SNX9	protein_coding
135706	chr6	157823390	1	SNX9	protein_coding
135710	chr2	157325824	-1	ERMN	protein_coding
135711	chr2	157327713	-1	ERMN	protein_coding
135713	chr2	157327248	-1	ERMN	protein_coding
135714	chr2	157327309	-1	ERMN	protein_coding
135715	chr2	157325659	-1	ERMN	protein_coding
135716	chr2	157325901	-1	ERMN	protein_coding
135722	chr6	157981863	1	SYNJ2	protein_coding
135723	chr6	157981954	1	SYNJ2	protein_coding
135724	chr6	157982038	1	SYNJ2	protein_coding
135725	chr6	158017048	1	SYNJ2	protein_coding
135726	chr6	158017465	1	SYNJ2	protein_coding
135729	chr6	158070128	1	SYNJ2	protein_coding
135734	chr15	65076746	1	KBTBD13	protein_coding
135738	chr15	101252048	-1	CHSY1	protein_coding
135744	chr2	168456272	1	CERS6	protein_coding
135745	chr2	168456249	1	CERS6	protein_coding
135749	chr10	114179270	1	TDRD1	protein_coding
135750	chr10	114179353	1	TDRD1	protein_coding
135751	chr10	114179590	1	TDRD1	protein_coding
135759	chr15	101652376	-1	TM2D3	protein_coding
135760	chr15	101652384	-1	TM2D3	protein_coding
135762	chr15	101650161	-1	TM2D3	protein_coding
135763	chr15	101652391	-1	TM2D3	protein_coding
135765	chr15	101652381	-1	TM2D3	protein_coding
135766	chr15	101650692	-1	TM2D3	protein_coding
135772	chr19	14835185	-1	OR7A5	protein_coding
135773	chr19	14828299	-1	OR7A5	protein_coding
135775	chr19	17292609	1	MRPL34	protein_coding
135776	chr19	17292633	1	MRPL34	protein_coding
135778	chr19	17302867	1	MRPL34	protein_coding
135779	chr19	17305872	1	MRPL34	protein_coding
135783	chr17	56961050	-1	COIL	protein_coding
135784	chr17	56960776	-1	COIL	protein_coding
135788	chr19	49031912	1	CGB2	protein_coding
135789	chr19	49031890	1	CGB2	protein_coding
135790	chr16	57735739	1	KATNB1	protein_coding
135791	chr16	57735770	1	KATNB1	protein_coding
135792	chr16	57735791	1	KATNB1	protein_coding
135794	chr16	57736763	1	KATNB1	protein_coding
135795	chr16	57736973	1	KATNB1	protein_coding
135797	chr16	57753457	1	KATNB1	protein_coding
135803	chr17	56978131	1	SCPEP1	protein_coding
135804	chr17	56978134	1	SCPEP1	protein_coding
135808	chr17	56978160	1	SCPEP1	protein_coding
135813	chr17	56997014	1	SCPEP1	protein_coding
135815	chr9	86259657	-1	C9orf153	protein_coding
135817	chr9	86258218	-1	C9orf153	protein_coding
135818	chr9	86259604	-1	C9orf153	protein_coding
135819	chr9	86229630	-1	C9orf153	protein_coding
135820	chr19	48673017	-1	NTN5	protein_coding
135821	chr19	48673081	-1	NTN5	protein_coding
135823	chr11	72080331	1	LRTOMT	protein_coding
135825	chr11	72080845	1	LRTOMT	protein_coding
135826	chr11	72080859	1	LRTOMT	protein_coding
135830	chr2	237967014	1	UBE2F	protein_coding
135831	chr2	237966955	1	UBE2F	protein_coding
135840	chr2	237967081	1	UBE2F	protein_coding
135841	chr2	237967082	1	UBE2F	protein_coding
135842	chr2	237968793	1	UBE2F	protein_coding
135843	chr2	237973095	1	UBE2F	protein_coding
135848	chr12	53046969	1	TNS2	protein_coding
135849	chr12	53048949	1	TNS2	protein_coding
135852	chr12	53050065	1	TNS2	protein_coding
135855	chr12	53050186	1	TNS2	protein_coding
135859	chr12	53058074	1	TNS2	protein_coding
135866	chr10	100996618	1	LZTS2	protein_coding
135867	chr10	100997072	1	LZTS2	protein_coding
135869	chr10	100998348	1	LZTS2	protein_coding
135870	chr10	100998687	1	LZTS2	protein_coding
135871	chr10	100999476	1	LZTS2	protein_coding
135872	chr10	100999808	1	LZTS2	protein_coding
135873	chr9	70414657	-1	KLF9	protein_coding
135877	chr9	2844095	-1	PUM3	protein_coding
135881	chr19	38617924	-1	MAP4K1	protein_coding
135882	chr19	38617953	-1	MAP4K1	protein_coding
135883	chr19	38617966	-1	MAP4K1	protein_coding
135884	chr19	38618882	-1	MAP4K1	protein_coding
135886	chr19	38609634	-1	MAP4K1	protein_coding
135896	chr3	46694528	1	TMIE	protein_coding
135897	chr3	46701392	1	TMIE	protein_coding
135898	chr3	46705799	1	TMIE	protein_coding
135900	chr11	96389917	-1	CCDC82	protein_coding
135902	chr11	96387904	-1	CCDC82	protein_coding
135903	chr11	96389912	-1	CCDC82	protein_coding
135904	chr11	96388763	-1	CCDC82	protein_coding
135905	chr11	96389887	-1	CCDC82	protein_coding
135906	chr11	96389922	-1	CCDC82	protein_coding
135907	chr11	96389929	-1	CCDC82	protein_coding
135908	chr11	96389936	-1	CCDC82	protein_coding
135909	chr11	96389816	-1	CCDC82	protein_coding
135910	chr11	96389880	-1	CCDC82	protein_coding
135911	chr11	96389891	-1	CCDC82	protein_coding
135912	chr11	96389905	-1	CCDC82	protein_coding
135913	chr11	96389921	-1	CCDC82	protein_coding
135914	chr11	96389948	-1	CCDC82	protein_coding
135915	chr11	96389895	-1	CCDC82	protein_coding
135916	chr11	96389865	-1	CCDC82	protein_coding
135917	chr11	96389868	-1	CCDC82	protein_coding
135919	chr11	96389903	-1	CCDC82	protein_coding
135922	chr11	96389919	-1	CCDC82	protein_coding
135923	chr11	96384990	-1	CCDC82	protein_coding
135929	chr11	96389956	-1	CCDC82	protein_coding
135931	chr11	96389412	-1	CCDC82	protein_coding
135934	chr3	46812574	-1		protein_coding
135935	chr10	4786629	1	AKR1E2	protein_coding
135938	chr10	4826207	1	AKR1E2	protein_coding
135942	chr10	4826296	1	AKR1E2	protein_coding
135945	chr10	4839784	1	AKR1E2	protein_coding
135946	chr3	46717869	-1	PRSS50	protein_coding
135950	chr15	101724473	-1	TARS3	protein_coding
135954	chr15	101724442	-1	TARS3	protein_coding
135976	chr3	46863444	-1	MYL3	protein_coding
135977	chr3	46882172	-1	MYL3	protein_coding
135978	chr3	46863442	-1	MYL3	protein_coding
135981	chr3	46882106	-1	MYL3	protein_coding
135982	chr3	46882169	-1	MYL3	protein_coding
135983	chr9	6241682	1	IL33	protein_coding
135985	chr9	6215786	1	IL33	protein_coding
135986	chr9	6241680	1	IL33	protein_coding
135987	chr9	6241695	1	IL33	protein_coding
135988	chr9	6215807	1	IL33	protein_coding
135993	chr6	46793389	1	MEP1A	protein_coding
135995	chr6	46793391	1	MEP1A	protein_coding
136009	chr5	71719275	1	CARTPT	protein_coding
136015	chr16	50742050	1	CYLD	protein_coding
136017	chr16	50742074	1	CYLD	protein_coding
136018	chr16	50742081	1	CYLD	protein_coding
136019	chr16	50742086	1	CYLD	protein_coding
136020	chr16	50742110	1	CYLD	protein_coding
136021	chr16	50742118	1	CYLD	protein_coding
136022	chr16	50742120	1	CYLD	protein_coding
136023	chr16	50749549	1	CYLD	protein_coding
136026	chr16	50793617	1	CYLD	protein_coding
136027	chr16	50794294	1	CYLD	protein_coding
136029	chr17	57085092	1	AKAP1	protein_coding
136030	chr17	57085246	1	AKAP1	protein_coding
136031	chr17	57085714	1	AKAP1	protein_coding
136032	chr17	57085717	1	AKAP1	protein_coding
136033	chr17	57085756	1	AKAP1	protein_coding
136034	chr17	57085774	1	AKAP1	protein_coding
136035	chr17	57086259	1	AKAP1	protein_coding
136036	chr17	57095844	1	AKAP1	protein_coding
136038	chr17	57096578	1	AKAP1	protein_coding
136039	chr17	57096609	1	AKAP1	protein_coding
136040	chr17	57096726	1	AKAP1	protein_coding
136041	chr17	57098437	1	AKAP1	protein_coding
136042	chr17	57106023	1	AKAP1	protein_coding
136044	chr17	57114489	1	AKAP1	protein_coding
136045	chr17	57116133	1	AKAP1	protein_coding
136046	chr9	111484357	-1	ECPAS	protein_coding
136047	chr9	111371788	-1	ECPAS	protein_coding
136049	chr9	111483679	-1	ECPAS	protein_coding
136050	chr9	111484057	-1	ECPAS	protein_coding
136051	chr9	111484745	-1	ECPAS	protein_coding
136052	chr9	111484383	-1	ECPAS	protein_coding
136058	chr3	46877721	1	PTH1R	protein_coding
136059	chr3	46880245	1	PTH1R	protein_coding
136060	chr3	46882180	1	PTH1R	protein_coding
136061	chr3	46882249	1	PTH1R	protein_coding
136062	chr3	46883357	1	PTH1R	protein_coding
136065	chr3	46902599	1	PTH1R	protein_coding
136070	chr5	119452476	1	HSD17B4	protein_coding
136072	chr5	119452497	1	HSD17B4	protein_coding
136074	chr5	119452509	1	HSD17B4	protein_coding
136077	chr5	119452521	1	HSD17B4	protein_coding
136094	chr5	119476530	1	HSD17B4	protein_coding
136096	chr5	119476542	1	HSD17B4	protein_coding
136115	chr6	36130484	1	MAPK13	protein_coding
136116	chr6	36130513	1	MAPK13	protein_coding
136117	chr6	36130663	1	MAPK13	protein_coding
136120	chr11	96390013	1	JRKL	protein_coding
136122	chr15	101393388	-1	PCSK6	protein_coding
136123	chr15	101313402	-1	PCSK6	protein_coding
136124	chr15	101366262	-1	PCSK6	protein_coding
136126	chr15	101443663	-1	PCSK6	protein_coding
136128	chr15	101489707	-1	PCSK6	protein_coding
136129	chr15	101489744	-1	PCSK6	protein_coding
136133	chr15	101334254	-1	PCSK6	protein_coding
136137	chr15	101370468	-1	PCSK6	protein_coding
136139	chr15	101489697	-1	PCSK6	protein_coding
136141	chr15	101489984	-1	PCSK6	protein_coding
136142	chr15	101393306	-1	PCSK6	protein_coding
136144	chr15	101458718	-1	PCSK6	protein_coding
136153	chr10	4963415	1	AKR1C1	protein_coding
136154	chr10	4963449	1	AKR1C1	protein_coding
136155	chr10	4963789	1	AKR1C1	protein_coding
136157	chr11	129815848	1	TMEM45B	protein_coding
136161	chr11	129850332	1	TMEM45B	protein_coding
136162	chr11	130002835	-1	PRDM10	protein_coding
136163	chr11	129947553	-1	PRDM10	protein_coding
136164	chr11	129947622	-1	PRDM10	protein_coding
136165	chr11	129947461	-1	PRDM10	protein_coding
136166	chr11	130002804	-1	PRDM10	protein_coding
136167	chr11	130002785	-1	PRDM10	protein_coding
136168	chrX	132413575	-1	MBNL3	protein_coding
136169	chrX	132489038	-1	MBNL3	protein_coding
136170	chrX	132439677	-1	MBNL3	protein_coding
136171	chrX	132411248	-1	MBNL3	protein_coding
136172	chrX	132439690	-1	MBNL3	protein_coding
136173	chrX	132489968	-1	MBNL3	protein_coding
136174	chrX	132413609	-1	MBNL3	protein_coding
136175	chrX	132411380	-1	MBNL3	protein_coding
136176	chrX	132411382	-1	MBNL3	protein_coding
136177	chrX	132489930	-1	MBNL3	protein_coding
136178	chrX	132489866	-1	MBNL3	protein_coding
136179	chrX	132489015	-1	MBNL3	protein_coding
136181	chr7	22500177	-1	STEAP1B	protein_coding
136182	chr7	22500188	-1	STEAP1B	protein_coding
136183	chr7	22500498	-1	STEAP1B	protein_coding
136185	chr7	22500205	-1	STEAP1B	protein_coding
136186	chr7	22632925	-1	STEAP1B	protein_coding
136194	chr6	36196744	1	BRPF3	protein_coding
136195	chr6	36196966	1	BRPF3	protein_coding
136197	chr6	36197396	1	BRPF3	protein_coding
136198	chr6	36197452	1	BRPF3	protein_coding
136200	chr6	36200297	1	BRPF3	protein_coding
136202	chr6	36204414	1	BRPF3	protein_coding
136209	chr17	57255851	1	MSI2	protein_coding
136210	chr17	57256523	1	MSI2	protein_coding
136211	chr17	57256543	1	MSI2	protein_coding
136216	chr17	57256782	1	MSI2	protein_coding
136217	chr17	57257013	1	MSI2	protein_coding
136218	chr17	57257018	1	MSI2	protein_coding
136224	chr17	57285844	1	MSI2	protein_coding
136225	chr17	57294685	1	MSI2	protein_coding
136229	chr17	57487061	1	MSI2	protein_coding
136236	chr17	57652099	1	MSI2	protein_coding
136238	chr17	57674972	1	MSI2	protein_coding
136240	chr19	38619082	1	EIF3K	protein_coding
136241	chr19	38619095	1	EIF3K	protein_coding
136244	chr19	38619186	1	EIF3K	protein_coding
136245	chr19	38619188	1	EIF3K	protein_coding
136246	chr19	38619193	1	EIF3K	protein_coding
136249	chr19	38619196	1	EIF3K	protein_coding
136250	chr19	38619211	1	EIF3K	protein_coding
136253	chr7	106284632	-1	NAMPT	protein_coding
136256	chr7	106284983	-1	NAMPT	protein_coding
136258	chr7	106285436	-1	NAMPT	protein_coding
136261	chr7	106285094	-1	NAMPT	protein_coding
136262	chr7	106285966	-1	NAMPT	protein_coding
136264	chr7	106284971	-1	NAMPT	protein_coding
136268	chr7	106284934	-1	NAMPT	protein_coding
136269	chr7	106284973	-1	NAMPT	protein_coding
136273	chr7	106284544	-1	NAMPT	protein_coding
136277	chr7	106284555	-1	NAMPT	protein_coding
136284	chr7	106285192	-1	NAMPT	protein_coding
136285	chr7	106284951	-1	NAMPT	protein_coding
136289	chr7	106284950	-1	NAMPT	protein_coding
136290	chr10	5889893	-1	ANKRD16	protein_coding
136291	chr10	5889871	-1	ANKRD16	protein_coding
136292	chr10	5889906	-1	ANKRD16	protein_coding
136294	chr10	5890203	1	FBH1	protein_coding
136295	chr10	5890243	1	FBH1	protein_coding
136298	chr10	5894386	1	FBH1	protein_coding
136312	chr4	143184917	1	USP38	protein_coding
136314	chr4	143185429	1	USP38	protein_coding
136322	chr7	136868652	1	CHRM2	protein_coding
136323	chr7	136868669	1	CHRM2	protein_coding
136326	chr7	136869085	1	CHRM2	protein_coding
136327	chr7	136869122	1	CHRM2	protein_coding
136330	chr9	137205695	1	NDOR1	protein_coding
136332	chr9	137205706	1	NDOR1	protein_coding
136333	chr9	137205750	1	NDOR1	protein_coding
136334	chr9	137205700	1	NDOR1	protein_coding
136335	chr3	46979666	1	NBEAL2	protein_coding
136336	chr3	46987990	1	NBEAL2	protein_coding
136337	chr3	46995321	1	NBEAL2	protein_coding
136341	chr3	47002033	1	NBEAL2	protein_coding
136346	chr3	47005281	1	NBEAL2	protein_coding
136353	chr7	139036042	-1	ZC3HAV1L	protein_coding
136354	chr6	36336888	-1	BNIP5	protein_coding
136355	chr17	57955412	-1	CUEDC1	protein_coding
136357	chr17	57892688	-1	CUEDC1	protein_coding
136363	chr17	57872670	-1	CUEDC1	protein_coding
136364	chr17	57867415	-1	CUEDC1	protein_coding
136365	chr17	57903389	-1	CUEDC1	protein_coding
136366	chr17	57955257	-1	CUEDC1	protein_coding
136367	chr17	57885837	-1	CUEDC1	protein_coding
136368	chr7	139109720	-1	ZC3HAV1	protein_coding
136369	chr7	139109354	-1	ZC3HAV1	protein_coding
136370	chr7	139132122	-1	ZC3HAV1	protein_coding
136371	chr7	139079267	-1	ZC3HAV1	protein_coding
136372	chr7	139109719	-1	ZC3HAV1	protein_coding
136373	chr6	36387566	-1	ETV7	protein_coding
136374	chr6	36387616	-1	ETV7	protein_coding
136375	chr6	36387669	-1	ETV7	protein_coding
136376	chr6	36387783	-1	ETV7	protein_coding
136377	chr6	36387800	-1	ETV7	protein_coding
136385	chr19	38744474	-1	CAPN12	protein_coding
136386	chr19	38735405	-1	CAPN12	protein_coding
136387	chr19	38769904	-1	CAPN12	protein_coding
136390	chr19	38735422	-1	CAPN12	protein_coding
136394	chr19	38744172	-1	CAPN12	protein_coding
136398	chrX	48676596	1	WAS	protein_coding
136399	chrX	48676604	1	WAS	protein_coding
136400	chrX	48683799	1	WAS	protein_coding
136401	chrX	48683805	1	WAS	protein_coding
136403	chrX	48683828	1	WAS	protein_coding
136411	chr4	139556238	-1	SETD7	protein_coding
136413	chr4	139556219	-1	SETD7	protein_coding
136414	chr4	139556769	-1	SETD7	protein_coding
136416	chr4	139606699	-1	SETD7	protein_coding
136418	chr17	57982864	-1	VEZF1	protein_coding
136419	chr17	57988254	-1	VEZF1	protein_coding
136420	chr17	57985348	-1	VEZF1	protein_coding
136421	chr17	57988259	-1	VEZF1	protein_coding
136435	chr7	139133744	1	TTC26	protein_coding
136436	chr7	139133764	1	TTC26	protein_coding
136438	chr7	139133778	1	TTC26	protein_coding
136440	chr7	139133783	1	TTC26	protein_coding
136445	chr17	58007246	-1	SRSF1	protein_coding
136446	chr17	58007261	-1	SRSF1	protein_coding
136450	chr17	58007273	-1	SRSF1	protein_coding
136455	chr16	53503209	-1	AKTIP	protein_coding
136456	chr16	53503244	-1	AKTIP	protein_coding
136459	chr16	53503223	-1	AKTIP	protein_coding
136460	chr16	53500329	-1	AKTIP	protein_coding
136461	chr16	53501769	-1	AKTIP	protein_coding
136463	chr16	53504411	-1	AKTIP	protein_coding
136464	chr16	53503206	-1	AKTIP	protein_coding
136466	chr16	53501488	-1	AKTIP	protein_coding
136467	chr16	53503230	-1	AKTIP	protein_coding
136468	chr4	139665768	1	MGST2	protein_coding
136469	chr4	139665819	1	MGST2	protein_coding
136470	chr4	139665835	1	MGST2	protein_coding
136480	chr19	38789200	1	LGALS7B	protein_coding
136486	chr9	1049858	1	DMRT2	protein_coding
136487	chr9	1050354	1	DMRT2	protein_coding
136488	chr9	1050355	1	DMRT2	protein_coding
136489	chr9	1050357	1	DMRT2	protein_coding
136490	chr9	1051614	1	DMRT2	protein_coding
136493	chrX	135713639	1	CT45A1	protein_coding
136494	chrX	135718930	1	CT45A1	protein_coding
136497	chr19	38812945	-1	LGALS4	protein_coding
136498	chr19	38808805	-1	LGALS4	protein_coding
136504	chr2	171687409	1	DYNC1I2	protein_coding
136505	chr2	171687469	1	DYNC1I2	protein_coding
136506	chr2	171687471	1	DYNC1I2	protein_coding
136508	chr2	171687472	1	DYNC1I2	protein_coding
136509	chr2	171687501	1	DYNC1I2	protein_coding
136510	chr2	171687672	1	DYNC1I2	protein_coding
136511	chr2	171687705	1	DYNC1I2	protein_coding
136512	chr2	171687708	1	DYNC1I2	protein_coding
136513	chr2	171687744	1	DYNC1I2	protein_coding
136514	chr2	171687755	1	DYNC1I2	protein_coding
136515	chr2	171687776	1	DYNC1I2	protein_coding
136517	chr2	171687881	1	DYNC1I2	protein_coding
136518	chr2	171688006	1	DYNC1I2	protein_coding
136519	chr2	171688011	1	DYNC1I2	protein_coding
136520	chr2	171688303	1	DYNC1I2	protein_coding
136521	chr2	171688310	1	DYNC1I2	protein_coding
136522	chr2	171690145	1	DYNC1I2	protein_coding
136529	chr17	58083419	1	DYNLL2	protein_coding
136532	chr4	7192538	1	SORCS2	protein_coding
136534	chr4	7734280	1	SORCS2	protein_coding
136535	chr4	7396278	1	SORCS2	protein_coding
136538	chr17	58192726	1	EPX	protein_coding
136540	chrX	135785503	-1	CT45A5	protein_coding
136541	chrX	135785298	-1	CT45A5	protein_coding
136542	chrX	135781729	-1	CT45A5	protein_coding
136554	chr17	50767518	-1	ANKRD40CL	protein_coding
136555	chr17	50766913	-1	ANKRD40CL	protein_coding
136556	chr17	50767557	-1	ANKRD40CL	protein_coding
136558	chr3	38453890	1	ACVR2B	protein_coding
136565	chrX	15600960	-1	ACE2	protein_coding
136566	chrX	15580438	-1	ACE2	protein_coding
136567	chrX	15601208	-1	ACE2	protein_coding
136568	chrX	15602155	-1	ACE2	protein_coding
136569	chrX	15607236	-1	ACE2	protein_coding
136580	chr9	129036934	1	MIGA2	protein_coding
136581	chr9	129036995	1	MIGA2	protein_coding
136589	chr9	129036626	1	MIGA2	protein_coding
136591	chr6	146598970	1	ADGB	protein_coding
136592	chr6	146598972	1	ADGB	protein_coding
