	Chromosome	Start	Strand	Gene	Transcript_type
88739	chr19	10604258	-1	Tkfc	protein_coding
88742	chr6	57257952	1	Vmn1r15	protein_coding
88749	chr6	24956297	-1	Tmem229a	protein_coding
88754	chr2	10370510	1	Sfmbt2	protein_coding
88755	chr2	10370511	1	Sfmbt2	protein_coding
88757	chr2	10372436	1	Sfmbt2	protein_coding
88759	chr2	10372450	1	Sfmbt2	protein_coding
88760	chr2	112480769	-1	Chrm5	protein_coding
88766	chr11	30471808	-1	4930505A04Rik	protein_coding
88769	chr1	78488859	-1	Farsb	protein_coding
88770	chr1	78488897	-1	Farsb	protein_coding
88773	chr1	78488842	-1	Farsb	protein_coding
88780	chr15	39857467	-1	Dpys	protein_coding
88781	chr15	39857470	-1	Dpys	protein_coding
88782	chr15	39793251	-1	Dpys	protein_coding
88784	chr12	56613284	-1	Nkx2-9	protein_coding
88785	chr1	139858690	-1	Cfhr2	protein_coding
88786	chr1	139858718	-1	Cfhr2	protein_coding
88787	chr1	139858702	-1	Cfhr2	protein_coding
88793	chr11	74069955	1	Zfp616	protein_coding
88795	chr11	74070185	1	Zfp616	protein_coding
88796	chr11	74082907	1	Zfp616	protein_coding
88797	chr5	96373955	1	Fras1	protein_coding
88804	chr11	5878292	-1	Pold2	protein_coding
88806	chr11	5877662	-1	Pold2	protein_coding
88812	chr2	29788259	1	Coq4	protein_coding
88813	chr2	29788271	1	Coq4	protein_coding
88819	chr2	127208280	-1	1810024B03Rik	protein_coding
88821	chr12	28623330	-1	Colec11	protein_coding
88823	chr12	28623260	-1	Colec11	protein_coding
88828	chr17	26917091	1	Kifc5b	protein_coding
88833	chr8	13757676	1	Cdc16	protein_coding
88834	chr8	13757677	1	Cdc16	protein_coding
88837	chr12	56691767	1	Pax9	protein_coding
88839	chr12	56695639	1	Pax9	protein_coding
88840	chr11	74113712	1	Olfr401	protein_coding
88841	chr11	74121291	1	Olfr401	protein_coding
88846	chr8	95332284	1	Usb1	protein_coding
88849	chr8	95332596	1	Usb1	protein_coding
88851	chr11	99620435	-1	Gm11562	protein_coding
88859	chr14	43784745	-1	Gm8180	protein_coding
88860	chr11	99628238	-1	Krtap4-1	protein_coding
88876	chr12	57197472	-1	Slc25a21	protein_coding
88877	chr12	57160643	-1	Slc25a21	protein_coding
88880	chr12	57159244	-1	Slc25a21	protein_coding
88885	chr4	151996258	-1	Phf13	protein_coding
88889	chr16	91044543	-1	Paxbp1	protein_coding
88910	chr10	129729361	-1	Olfr805	protein_coding
88911	chr10	129729375	-1	Olfr805	protein_coding
88912	chr10	129729292	-1	Olfr805	protein_coding
88913	chr10	129723542	-1	Olfr805	protein_coding
88915	chr14	43819639	-1	Ear1	protein_coding
88916	chr14	43875517	-1	Ear1	protein_coding
88918	chr6	28475139	1	Snd1	protein_coding
88920	chr6	28480348	1	Snd1	protein_coding
88921	chr6	28480359	1	Snd1	protein_coding
88930	chr11	57518617	-1	Fam114a2	protein_coding
88931	chr11	57518603	-1	Fam114a2	protein_coding
88934	chr15	59648350	1	Trib1	protein_coding
88935	chr15	59648653	1	Trib1	protein_coding
88936	chr17	26933052	1	Phf1	protein_coding
88938	chr17	26933149	1	Phf1	protein_coding
88942	chr17	26933460	1	Phf1	protein_coding
88943	chr11	99635084	-1	Krtap4-2	protein_coding
88944	chr9	19032735	1	Olfr835	protein_coding
88945	chr9	19035125	1	Olfr835	protein_coding
88947	chr13	23839449	1	Slc17a3	protein_coding
88948	chr13	23839463	1	Slc17a3	protein_coding
88950	chr13	23839434	1	Slc17a3	protein_coding
88951	chr5	137149322	-1	Muc3	protein_coding
88955	chr11	114727412	1	Dnaic2	protein_coding
88957	chr11	114729148	1	Dnaic2	protein_coding
88958	chr11	114732895	1	Dnaic2	protein_coding
88961	chr11	5861947	1	Aebp1	protein_coding
88962	chr11	5867602	1	Aebp1	protein_coding
88965	chr4	124741850	1	Inpp5b	protein_coding
88966	chr4	124741858	1	Inpp5b	protein_coding
88968	chr4	124741878	1	Inpp5b	protein_coding
88978	chr2	69342614	-1	Abcb11	protein_coding
88979	chr2	69342600	-1	Abcb11	protein_coding
88981	chr2	69342616	-1	Abcb11	protein_coding
88985	chr1	63615968	1	Gm39653	protein_coding
88986	chr5	35278319	1	Adra2c	protein_coding
88987	chr7	141292006	1	Drd4	protein_coding
88991	chr5	150522632	1	Brca2	protein_coding
88992	chr5	150522644	1	Brca2	protein_coding
89002	chr5	150522630	1	Brca2	protein_coding
89004	chr6	129100913	-1	Clec2e	protein_coding
89010	chr8	121730563	1	Jph3	protein_coding
89016	chr7	126809108	-1	Aldoa	protein_coding
89024	chr7	126797668	1	Fam57b	protein_coding
89027	chr7	126816884	1	Fam57b	protein_coding
89028	chr7	126823303	1	Fam57b	protein_coding
89029	chr7	126824653	1	Fam57b	protein_coding
89030	chr7	126816885	1	Fam57b	protein_coding
89032	chr2	29761528	1	Gm13547	protein_coding
89033	chr2	29761561	1	Gm13547	protein_coding
89036	chr16	37539789	-1	Gtf2e1	protein_coding
89038	chr4	61674136	-1	Mup18	protein_coding
89039	chr11	100759740	-1	Kcnh4	protein_coding
89040	chr11	100759942	-1	Kcnh4	protein_coding
89043	chr8	21594508	-1	Defa43	protein_coding
89045	chr10	128254096	1	Apon	protein_coding
89046	chr10	128254150	1	Apon	protein_coding
89048	chr11	99644089	-1	Krtap4-7	protein_coding
89049	chr4	132639046	1	Eya3	protein_coding
89055	chr4	132638987	1	Eya3	protein_coding
89059	chr4	132639056	1	Eya3	protein_coding
89060	chr8	21618183	1	Defa26	protein_coding
89062	chr14	39473088	-1	Nrg3	protein_coding
89063	chr14	39472825	-1	Nrg3	protein_coding
89064	chr14	39472827	-1	Nrg3	protein_coding
89070	chr4	152008803	1	Klhl21	protein_coding
89072	chr15	32920723	1	Sdc2	protein_coding
89076	chr19	6363690	1	Sf1	protein_coding
89077	chr19	6363719	1	Sf1	protein_coding
89078	chr19	6363810	1	Sf1	protein_coding
89080	chr19	6363922	1	Sf1	protein_coding
89084	chr19	6364557	1	Sf1	protein_coding
89088	chr19	6373621	1	Sf1	protein_coding
89089	chr19	6374010	1	Sf1	protein_coding
89090	chr19	6374129	1	Sf1	protein_coding
89093	chr18	42394539	1	Pou4f3	protein_coding
89094	chr18	42395075	1	Pou4f3	protein_coding
89097	chr7	107567446	1	Olfml1	protein_coding
89098	chr7	107567766	1	Olfml1	protein_coding
89099	chr7	24760311	-1	Cd177	protein_coding
89101	chr10	128268671	1	Apof	protein_coding
89102	chr10	128267997	1	Apof	protein_coding
89103	chr11	51763687	1	Sar1b	protein_coding
89105	chr2	29787648	-1	Trub2	protein_coding
89107	chr2	29788502	-1	Trub2	protein_coding
89109	chr2	29787622	-1	Trub2	protein_coding
89115	chr7	132576398	-1	Oat	protein_coding
89116	chr7	132575718	-1	Oat	protein_coding
89120	chr8	119910841	1	Galnt2l	protein_coding
89121	chr11	99650236	-1	Gm11555	protein_coding
89122	chr11	99650181	-1	Gm11555	protein_coding
89124	chr8	11312826	-1	Col4a1	protein_coding
89126	chr8	11210831	-1	Col4a1	protein_coding
89130	chr8	11279656	-1	Col4a1	protein_coding
89132	chr11	33578957	-1	Gabrp	protein_coding
89133	chr11	33578959	-1	Gabrp	protein_coding
89136	chr11	97115331	-1	Tbx21	protein_coding
89138	chr11	99658960	-1	Gm11563	protein_coding
89147	chr5	146079267	1	Cyp3a59	protein_coding
89150	chr7	90265418	-1	Ccdc83	protein_coding
89151	chr7	90265432	-1	Ccdc83	protein_coding
89153	chr8	122699109	-1	Cbfa2t3	protein_coding
89154	chr8	122678072	-1	Cbfa2t3	protein_coding
89155	chr8	122678175	-1	Cbfa2t3	protein_coding
89156	chr8	122678694	-1	Cbfa2t3	protein_coding
89161	chr11	4546268	-1	Mtmr3	protein_coding
89162	chr11	4528406	-1	Mtmr3	protein_coding
89165	chr11	4594815	-1	Mtmr3	protein_coding
89167	chr5	137177043	-1	CAAA01077340.1	protein_coding
89168	chr17	5440243	-1	Tmem242	protein_coding
89169	chr17	5440259	-1	Tmem242	protein_coding
89170	chr17	5440256	-1	Tmem242	protein_coding
89174	chr11	99665960	-1	Krtap4-6	protein_coding
89176	chr9	96196275	1	Tfdp2	protein_coding
89177	chr9	96196304	1	Tfdp2	protein_coding
89178	chr9	96196317	1	Tfdp2	protein_coding
89179	chr9	96196337	1	Tfdp2	protein_coding
89180	chr9	96196348	1	Tfdp2	protein_coding
89182	chr9	96202156	1	Tfdp2	protein_coding
89183	chr9	96258705	1	Tfdp2	protein_coding
89184	chr9	96258742	1	Tfdp2	protein_coding
89185	chr9	96258759	1	Tfdp2	protein_coding
89186	chr9	96259253	1	Tfdp2	protein_coding
89187	chr9	96259285	1	Tfdp2	protein_coding
89190	chr9	96310566	1	Tfdp2	protein_coding
89194	chr7	126799254	-1	Aldoa	protein_coding
89195	chr7	126800447	-1	Aldoa	protein_coding
89196	chr7	126799141	-1	Aldoa	protein_coding
89200	chr7	126800046	-1	Aldoa	protein_coding
89201	chr7	126798993	-1	Aldoa	protein_coding
89203	chr7	126800751	-1	Aldoa	protein_coding
89204	chr7	126799109	-1	Aldoa	protein_coding
89205	chr7	126800036	-1	Aldoa	protein_coding
89206	chr7	127196000	-1	Cd2bp2	protein_coding
89207	chr7	127195938	-1	Cd2bp2	protein_coding
89209	chr7	127195987	-1	Cd2bp2	protein_coding
89210	chr7	127195875	-1	Cd2bp2	protein_coding
89212	chr7	127195942	-1	Cd2bp2	protein_coding
89213	chr7	127195966	-1	Cd2bp2	protein_coding
89214	chr7	127196050	-1	Cd2bp2	protein_coding
89216	chr10	51590517	-1	Fam162b	protein_coding
89219	chr4	117914999	-1	Ipo13	protein_coding
89224	chr8	21655780	1	Defa17	protein_coding
89227	chr11	97149712	-1	Tbkbp1	protein_coding
89228	chr11	97150046	-1	Tbkbp1	protein_coding
89229	chr11	97151036	-1	Tbkbp1	protein_coding
89231	chr11	97151495	-1	Tbkbp1	protein_coding
89232	chr7	130519530	-1	Ate1	protein_coding
89233	chr7	130519580	-1	Ate1	protein_coding
89235	chr7	130507497	-1	Ate1	protein_coding
89236	chr7	130519461	-1	Ate1	protein_coding
89237	chr7	130519961	-1	Ate1	protein_coding
89238	chr7	130520369	-1	Ate1	protein_coding
89245	chr15	60016613	-1	4933412E24Rik	protein_coding
89254	chr8	21665797	1	Defa34	protein_coding
89257	chr17	33524204	1	Adamts10	protein_coding
89259	chr17	33524210	1	Adamts10	protein_coding
89262	chr17	33524244	1	Adamts10	protein_coding
89273	chr17	5418767	-1	Ldhal6b	protein_coding
89276	chr16	90727404	-1	Mis18a	protein_coding
89288	chr16	30587592	-1	Lsg1	protein_coding
89297	chr4	153975194	1	Cep104	protein_coding
89303	chr17	26939569	-1	Cuta	protein_coding
89306	chr17	26939543	-1	Cuta	protein_coding
89313	chr5	35389108	1	Hmx1	protein_coding
89314	chr5	35389117	1	Hmx1	protein_coding
89324	chr6	41605482	1	Ephb6	protein_coding
89327	chr6	41619943	1	Ephb6	protein_coding
89328	chr1	146494760	1	Brinp3	protein_coding
89329	chr1	146497614	1	Brinp3	protein_coding
89332	chr1	146497687	1	Brinp3	protein_coding
89336	chr14	31217860	1	Sema3g	protein_coding
89337	chr5	146160539	-1	Gm5565	protein_coding
89338	chr2	28205659	1	Olfm1	protein_coding
89339	chr2	28192992	1	Olfm1	protein_coding
89341	chr2	28193093	1	Olfm1	protein_coding
89342	chr5	108388391	1	Pde6b	protein_coding
89345	chr7	19280064	-1	Ppm1n	protein_coding
89351	chr3	86986586	1	Cd1d2	protein_coding
89352	chr6	28830345	-1	Lrrc4	protein_coding
89353	chr6	28831747	-1	Lrrc4	protein_coding
89356	chr5	31180144	-1	Gtf3c2	protein_coding
89357	chr5	31180117	-1	Gtf3c2	protein_coding
89362	chr5	31174501	-1	Gtf3c2	protein_coding
89363	chr5	31179911	-1	Gtf3c2	protein_coding
89364	chr5	31179849	-1	Gtf3c2	protein_coding
89365	chr5	31174821	-1	Gtf3c2	protein_coding
89369	chr5	146170721	-1	Gm6309	protein_coding
89370	chr5	105415775	1	Lrrc8b	protein_coding
89371	chr7	19282624	1	Rtn2	protein_coding
89373	chr7	19291069	1	Rtn2	protein_coding
89374	chr4	32615478	1	Casp8ap2	protein_coding
89375	chr4	32624084	1	Casp8ap2	protein_coding
89378	chr4	32615473	1	Casp8ap2	protein_coding
89379	chr9	19120382	1	Olfr836	protein_coding
89380	chr9	19120595	1	Olfr836	protein_coding
89381	chr9	19120957	1	Olfr836	protein_coding
89387	chr10	129741921	-1	Olfr806	protein_coding
89388	chr10	129741902	-1	Olfr806	protein_coding
89389	chr10	129738915	-1	Olfr806	protein_coding
89390	chr16	37539885	1	Rabl3	protein_coding
89396	chr5	146185304	-1	1700001J03Rik	protein_coding
89398	chr11	106487796	-1	Ern1	protein_coding
89399	chr11	106487836	-1	Ern1	protein_coding
89401	chr11	106487803	-1	Ern1	protein_coding
89402	chr11	106487808	-1	Ern1	protein_coding
89404	chr7	58656166	1	Atp10a	protein_coding
89405	chr7	58658246	1	Atp10a	protein_coding
89406	chr8	123859530	-1	Ccsap	protein_coding
89407	chr8	123860209	-1	Ccsap	protein_coding
89417	chr2	132253314	-1	Pcna	protein_coding
89426	chr16	90738324	1	Mrap	protein_coding
89427	chr10	128337734	1	Cs	protein_coding
89429	chr8	111094630	1	Pdpr	protein_coding
89430	chr8	111094641	1	Pdpr	protein_coding
89432	chr17	33905135	1	Smim40	protein_coding
89433	chr12	104013652	-1	Serpina9	protein_coding
89434	chr12	104013755	-1	Serpina9	protein_coding
89436	chr8	123477903	1	Afg3l1	protein_coding
89446	chr5	137212148	-1	Muc3a	protein_coding
89447	chr5	137212389	-1	Muc3a	protein_coding
89455	chr11	99690740	-1	Gm14190	protein_coding
89457	chrX	7841831	1	Otud5	protein_coding
89458	chrX	7841856	1	Otud5	protein_coding
89459	chrX	7842056	1	Otud5	protein_coding
89460	chrX	7842082	1	Otud5	protein_coding
89461	chrX	7842116	1	Otud5	protein_coding
89467	chr12	103989957	-1	Serpina11	protein_coding
89468	chr12	103989927	-1	Serpina11	protein_coding
89469	chr12	103989919	-1	Serpina11	protein_coding
89470	chr12	103989917	-1	Serpina11	protein_coding
89476	chr10	8518825	-1	Ust	protein_coding
89485	chr5	127241808	1	Tmem132c	protein_coding
89489	chr5	127553254	1	Tmem132c	protein_coding
89491	chr5	137287519	1	Ache	protein_coding
89492	chr5	137287766	1	Ache	protein_coding
89493	chr5	137288277	1	Ache	protein_coding
89494	chr5	137288283	1	Ache	protein_coding
89495	chr5	137288284	1	Ache	protein_coding
89497	chr5	137289088	1	Ache	protein_coding
89498	chr5	137289247	1	Ache	protein_coding
89500	chr6	25689792	-1	Gpr37	protein_coding
89501	chr6	25690729	-1	Gpr37	protein_coding
89503	chr10	128270576	1	Stat2	protein_coding
89509	chr8	21703645	-1	Defa39	protein_coding
89513	chr3	35754134	1	Atp11b	protein_coding
89514	chr3	35788115	1	Atp11b	protein_coding
89515	chr3	35789606	1	Atp11b	protein_coding
89520	chr3	35839054	1	Atp11b	protein_coding
89521	chr4	63356162	1	Orm3	protein_coding
89523	chrY	70441882	1	Gm20888	protein_coding
89524	chrY	70443305	1	Gm20888	protein_coding
89537	chr7	12818854	-1	Zfp329	protein_coding
89538	chr7	12818858	-1	Zfp329	protein_coding
89544	chr19	38055037	1	Cep55	protein_coding
89545	chr19	38055040	1	Cep55	protein_coding
89546	chr19	38055042	1	Cep55	protein_coding
89547	chr19	38055089	1	Cep55	protein_coding
89549	chr13	73963853	1	Zdhhc11	protein_coding
89558	chr19	4283135	-1	Ankrd13d	protein_coding
89563	chr19	4283033	-1	Ankrd13d	protein_coding
89565	chr10	38965515	1	Lama4	protein_coding
89572	chr17	35132050	-1	Apom	protein_coding
89573	chr3	19628677	-1	1700064H15Rik	protein_coding
89579	chr1	107161114	-1	Serpinb3b	protein_coding
89580	chr1	107278361	-1	Serpinb3b	protein_coding
89581	chr3	19508595	1	Dnajc5b	protein_coding
89582	chr3	19508615	1	Dnajc5b	protein_coding
89583	chr3	19530671	1	Dnajc5b	protein_coding
89584	chr3	19531247	1	Dnajc5b	protein_coding
89589	chr11	74153529	1	Olfr402	protein_coding
89590	chr11	74155115	1	Olfr402	protein_coding
89606	chr12	11265766	-1	Gen1	protein_coding
89608	chr12	11265797	-1	Gen1	protein_coding
89612	chr12	11265782	-1	Gen1	protein_coding
89615	chr11	74186249	1	Olfr403	protein_coding
89617	chr11	74195505	1	Olfr403	protein_coding
89627	chr6	57329494	-1	Vmn1r16	protein_coding
89628	chr6	57323635	-1	Vmn1r16	protein_coding
89630	chr7	11310659	-1	Zscan4e	protein_coding
89631	chr7	11310682	-1	Zscan4e	protein_coding
89634	chr8	83332486	-1	Elmod2	protein_coding
89636	chr8	83331454	-1	Elmod2	protein_coding
89638	chr15	18818947	1	Cdh10	protein_coding
89641	chr15	18820329	1	Cdh10	protein_coding
89646	chr4	152027661	-1	Zbtb48	protein_coding
89652	chr4	152027637	-1	Zbtb48	protein_coding
89654	chr7	29281910	-1	Spint2	protein_coding
89655	chr7	29281912	-1	Spint2	protein_coding
89661	chr12	28635953	-1	Rps7	protein_coding
89664	chr12	28635857	-1	Rps7	protein_coding
89668	chr10	13474412	-1	Phactr2	protein_coding
89669	chr10	13324289	-1	Phactr2	protein_coding
89670	chr10	13388753	-1	Phactr2	protein_coding
89671	chr10	13388970	-1	Phactr2	protein_coding
89673	chr7	80115392	-1	Idh2	protein_coding
89677	chr7	80115304	-1	Idh2	protein_coding
89680	chr1	107278371	-1	Serpinb3c	protein_coding
89681	chr5	114853664	1	4930519G04Rik	protein_coding
89683	chr5	114863499	1	4930519G04Rik	protein_coding
89684	chr5	114865470	1	4930519G04Rik	protein_coding
89687	chr4	117929763	-1	Artn	protein_coding
89688	chr4	117929497	-1	Artn	protein_coding
89691	chr10	129757793	-1	Olfr807	protein_coding
89692	chr10	129757743	-1	Olfr807	protein_coding
89693	chr10	129755485	-1	Olfr807	protein_coding
89697	chrX	23693051	1	Wdr44	protein_coding
89699	chrX	23693096	1	Wdr44	protein_coding
89702	chr9	19136317	1	Olfr837	protein_coding
89703	chr9	19136928	1	Olfr837	protein_coding
89704	chr4	61835233	-1	Mup5	protein_coding
89705	chr16	16358959	-1	Dnm1l	protein_coding
89706	chr16	16358938	-1	Dnm1l	protein_coding
89707	chr16	16358533	-1	Dnm1l	protein_coding
89709	chr16	16358545	-1	Dnm1l	protein_coding
89710	chr16	16358865	-1	Dnm1l	protein_coding
89711	chr16	16358951	-1	Dnm1l	protein_coding
89712	chr17	5492557	1	Zdhhc14	protein_coding
89713	chr10	129765482	1	Olfr808	protein_coding
89714	chr10	129767498	1	Olfr808	protein_coding
89716	chr5	138341961	1	Pvrig	protein_coding
89719	chr10	129774638	1	Olfr809	protein_coding
89720	chr10	129775827	1	Olfr809	protein_coding
89723	chr4	12140267	1	Rbm12b1	protein_coding
89725	chr4	12140317	1	Rbm12b1	protein_coding
89728	chr9	19177312	-1	Olfr839-ps1	protein_coding
89736	chr4	61782269	-1	Mup19	protein_coding
89737	chr4	61782224	-1	Mup19	protein_coding
89739	chr10	129794866	-1	Olfr810	protein_coding
89740	chr10	129794917	-1	Olfr810	protein_coding
89741	chr10	129791614	-1	Olfr810	protein_coding
89742	chr15	37007402	-1	Zfp706	protein_coding
89744	chr15	37007015	-1	Zfp706	protein_coding
89745	chr15	37007773	-1	Zfp706	protein_coding
89746	chr15	37004058	-1	Zfp706	protein_coding
89747	chr15	44196135	1	Trhr	protein_coding
89750	chr15	44196233	1	Trhr	protein_coding
89752	chr12	100199435	1	Calm1	protein_coding
89754	chr12	100200144	1	Calm1	protein_coding
89758	chr9	19251977	-1	Olfr843	protein_coding
89759	chr9	19251987	-1	Olfr843	protein_coding
89760	chr9	19249463	-1	Olfr843	protein_coding
89761	chr2	112492964	1	Aven	protein_coding
89763	chr2	112559634	1	Aven	protein_coding
89764	chrY	33543164	-1	Gm20838	protein_coding
89765	chrY	33541736	-1	Gm20838	protein_coding
89766	chr11	91577558	-1	Kif2b	protein_coding
89768	chr1	132506230	1	Tmem81	protein_coding
89769	chr1	132506889	1	Tmem81	protein_coding
89784	chr1	135112306	-1	Ptprv	protein_coding
89785	chr2	24919614	-1	Ehmt1	protein_coding
89787	chr2	24919574	-1	Ehmt1	protein_coding
89788	chr2	24919591	-1	Ehmt1	protein_coding
89789	chr2	24919587	-1	Ehmt1	protein_coding
89796	chr2	24863923	-1	Ehmt1	protein_coding
89797	chr2	24877516	-1	Ehmt1	protein_coding
89798	chr2	24884418	-1	Ehmt1	protein_coding
89799	chr2	24919607	-1	Ehmt1	protein_coding
89800	chr2	24919598	-1	Ehmt1	protein_coding
89801	chr2	24891703	-1	Ehmt1	protein_coding
89803	chr8	121949750	1	Banp	protein_coding
89804	chr8	121950492	1	Banp	protein_coding
89805	chr8	121950544	1	Banp	protein_coding
89807	chr8	121950580	1	Banp	protein_coding
89808	chr8	121950585	1	Banp	protein_coding
89810	chr8	121950605	1	Banp	protein_coding
89812	chr8	121974496	1	Banp	protein_coding
89815	chr8	121991604	1	Banp	protein_coding
89825	chr19	60755987	1	Nanos1	protein_coding
89828	chr4	139192899	1	Capzb	protein_coding
89829	chr4	139192922	1	Capzb	protein_coding
89830	chr4	139192924	1	Capzb	protein_coding
89833	chr4	139193996	1	Capzb	protein_coding
89835	chr4	139199267	1	Capzb	protein_coding
89836	chr4	139226961	1	Capzb	protein_coding
89837	chr4	139233383	1	Capzb	protein_coding
89839	chr11	103504597	-1	Lrrc37a	protein_coding
89841	chr8	11312805	1	Col4a2	protein_coding
89846	chr11	99734290	-1	Gm14180	protein_coding
89851	chr14	25979083	1	Duxbl1	protein_coding
89852	chr14	25979401	1	Duxbl1	protein_coding
89853	chr14	25980039	1	Duxbl1	protein_coding
89855	chr14	25983005	1	Duxbl1	protein_coding
89858	chr8	83348471	1	Mgat4d	protein_coding
89860	chr10	128368691	-1	Coq10a	protein_coding
89861	chr10	128368954	-1	Coq10a	protein_coding
89862	chr10	128368997	-1	Coq10a	protein_coding
89865	chr10	128368333	-1	Coq10a	protein_coding
89867	chr8	21734494	1	Defa24	protein_coding
89871	chr7	128611360	1	Inpp5f	protein_coding
89876	chr7	128687546	1	Inpp5f	protein_coding
89878	chr7	128688489	1	Inpp5f	protein_coding
89880	chr11	61126755	1	Tnfrsf13b	protein_coding
89881	chr11	61126758	1	Tnfrsf13b	protein_coding
89882	chr11	61126789	1	Tnfrsf13b	protein_coding
89886	chr11	61140835	1	Tnfrsf13b	protein_coding
89888	chr6	54593177	-1	Fkbp14	protein_coding
89890	chr6	54597308	-1	Fkbp14	protein_coding
89896	chr13	9093881	1	Larp4b	protein_coding
89897	chr13	9093907	1	Larp4b	protein_coding
89898	chr13	9093912	1	Larp4b	protein_coding
89899	chr13	9093982	1	Larp4b	protein_coding
89905	chr13	32851185	-1	Serpinb1a	protein_coding
89907	chr13	32851167	-1	Serpinb1a	protein_coding
89909	chr3	41742611	1	D3Ertd751e	protein_coding
89910	chr3	41742614	1	D3Ertd751e	protein_coding
89912	chr3	41742654	1	D3Ertd751e	protein_coding
89914	chr3	41742663	1	D3Ertd751e	protein_coding
89915	chr3	41742725	1	D3Ertd751e	protein_coding
89916	chr3	41744670	1	D3Ertd751e	protein_coding
89917	chr3	41746485	1	D3Ertd751e	protein_coding
89918	chr3	41746712	1	D3Ertd751e	protein_coding
89921	chr3	41751196	1	D3Ertd751e	protein_coding
89922	chr3	41742618	1	D3Ertd751e	protein_coding
89925	chr1	161034849	-1	Zbtb37	protein_coding
89928	chr1	161034848	-1	Zbtb37	protein_coding
89929	chr1	161034284	-1	Zbtb37	protein_coding
89930	chr1	161034816	-1	Zbtb37	protein_coding
89931	chr1	161034259	-1	Zbtb37	protein_coding
89932	chr9	49250531	1	Gm4894	protein_coding
89933	chr9	49268572	1	Gm4894	protein_coding
89936	chr13	98891040	-1	Tnpo1	protein_coding
89937	chr13	98926384	-1	Tnpo1	protein_coding
89939	chr13	98890998	-1	Tnpo1	protein_coding
89941	chr13	98891014	-1	Tnpo1	protein_coding
89942	chr5	108434448	-1	Atp5k	protein_coding
89944	chr9	49340627	1	Drd2	protein_coding
89945	chr6	57363727	-1	Vmn1r17	protein_coding
89946	chr6	57361378	-1	Vmn1r17	protein_coding
89947	chr4	141088333	1	Spata21	protein_coding
89949	chr2	113217087	-1	Ryr3	protein_coding
89950	chr2	113217068	-1	Ryr3	protein_coding
89951	chr2	113216990	-1	Ryr3	protein_coding
89958	chr2	113216968	-1	Ryr3	protein_coding
89959	chr2	113030331	-1	Ryr3	protein_coding
89960	chr8	45358865	-1	Fam149a	protein_coding
89961	chr8	45382291	-1	Fam149a	protein_coding
89962	chr8	45358762	-1	Fam149a	protein_coding
89964	chr10	56377330	1	Gja1	protein_coding
89966	chr10	56377332	1	Gja1	protein_coding
89968	chr10	56377545	1	Gja1	protein_coding
89969	chr10	56378442	1	Gja1	protein_coding
89970	chr10	56379088	1	Gja1	protein_coding
89972	chr11	103621140	-1	Gm884	protein_coding
89973	chr11	103614739	-1	Gm884	protein_coding
89976	chr3	86999309	-1	Cd1d1	protein_coding
89977	chr3	86999441	-1	Cd1d1	protein_coding
89980	chr1	63686927	-1	Dytn	protein_coding
89982	chr6	54595111	1	Plekha8	protein_coding
89983	chr6	54603147	1	Plekha8	protein_coding
89987	chr9	49427021	-1	Ankk1	protein_coding
89988	chr9	49419436	-1	Ankk1	protein_coding
89989	chr9	19316347	1	Olfr844	protein_coding
89990	chr9	19318536	1	Olfr844	protein_coding
89992	chr13	86046460	-1	Cox7c	protein_coding
89993	chr13	86046904	-1	Cox7c	protein_coding
89994	chr13	86046347	-1	Cox7c	protein_coding
89998	chr11	99780704	-1	Krtap4-8	protein_coding
90000	chr10	129804396	-1	Olfr811	protein_coding
90001	chr10	129804362	-1	Olfr811	protein_coding
90002	chr10	129802523	-1	Olfr811	protein_coding
90004	chr11	99772913	-1	Gm11595	protein_coding
90005	chr6	57395783	-1	Vmn1r18	protein_coding
90006	chr6	57390666	-1	Vmn1r18	protein_coding
90007	chr4	45965334	1	Tdrd7	protein_coding
90008	chr4	45972233	1	Tdrd7	protein_coding
90012	chr9	19336457	1	Olfr845	protein_coding
90013	chr9	19336499	1	Olfr845	protein_coding
90014	chr9	19338459	1	Olfr845	protein_coding
90015	chr4	152038568	-1	Tas1r1	protein_coding
90020	chr6	57403780	1	Vmn1r19	protein_coding
90022	chr13	21780625	-1	H1f5	protein_coding
90023	chr10	129846094	-1	Olfr812	protein_coding
90024	chr10	129845997	-1	Olfr812	protein_coding
90025	chr10	129843062	-1	Olfr812	protein_coding
90026	chr6	57428930	1	Vmn1r20	protein_coding
90027	chr6	57431691	1	Vmn1r20	protein_coding
90028	chr5	147076586	-1	Lnx2	protein_coding
90030	chr5	118027743	1	Tesc	protein_coding
90036	chr13	21783370	-1	H3c11	protein_coding
90040	chr7	29289308	1	Ppp1r14a	protein_coding
90041	chr7	29289312	1	Ppp1r14a	protein_coding
90046	chr9	19364005	-1	Olfr846	protein_coding
90047	chr9	19361356	-1	Olfr846	protein_coding
90052	chr5	26058581	-1	Gm7347	protein_coding
90054	chr9	13245829	-1	Jrkl	protein_coding
90056	chr12	76530891	1	Plekhg3	protein_coding
90057	chr12	76533380	1	Plekhg3	protein_coding
90059	chr12	76533620	1	Plekhg3	protein_coding
90060	chr12	76547025	1	Plekhg3	protein_coding
90061	chr12	76547043	1	Plekhg3	protein_coding
90066	chr11	106612930	-1	Tex2	protein_coding
90067	chr11	106567110	-1	Tex2	protein_coding
90068	chr11	106579113	-1	Tex2	protein_coding
90069	chr11	106613423	-1	Tex2	protein_coding
